id,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status,offspring_1,height2
5425,36,athletic,mostly anything,socially,sometimes,graduated from masters program,white,74,100000,computer / hardware / software,01JUL12:01:37:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,atheism and laughing about it,m,taurus,yes,"english (fluently), french (fluently)",single,NO,187.96
5426,23,full figured,mostly anything,not at all,never,working on law school,asian,68,0,education / academia,26JUN12:10:54:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity but not too serious about it,f,scorpio,no,"english (fluently), korean (okay), spanish (poorly)",single,NO,172.72
5427,54,a little extra,mostly anything,rarely,never,graduated from two-year college,white,66,0,executive / management,30JUN12:17:40:00,"half moon bay, california",does not have kids,straight,likes dogs and has cats,other but not too serious about it,f,gemini,no,english,single,NO,167.64
5428,54,average,mostly anything,socially,never,graduated from law school,white,67,0,law / legal services,25JUN12:22:50:00,"san francisco, california","has a kid, but does not want more",straight,likes dogs and likes cats,buddhism and laughing about it,f,scorpio,sometimes,"english, french (poorly), spanish (okay)",single,YES,170.18
5429,44,a little extra,mostly anything,socially,sometimes,graduated from masters program,white,68,40000,artistic / musical / writer,29JUN12:14:18:00,"oakland, california",has a kid,straight,has cats,agnosticism and laughing about it,m,libra,sometimes,"english, spanish (poorly)",married,YES,172.72
5430,54,average,mostly other,socially,never,working on two-year college,white,63,0,education / academia,23JUN12:08:13:00,"san francisco, california",does not have kids,straight,has cats,catholicism but not too serious about it,f,virgo,no,english,single,NO,160.02
5431,51,fit,strictly other,not at all,never,graduated from college/university,white,67,0,other,25NOV11:09:30:00,"san anselmo, california",has kids,straight,likes dogs and has cats,other,f,capricorn,no,"english, german",single,YES,170.18
5432,24,fit,mostly anything,socially,never,working on law school,white,68,20000,student,26JUN12:17:02:00,"san francisco, california",does not have kids,straight,likes dogs,catholicism but not too serious about it,m,taurus,no,english,single,NO,172.72
5433,37,athletic,mostly anything,socially,never,graduated from ph.d program,white,70,0,education / academia,30JUN12:21:36:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,judaism but not too serious about it,m,pisces,no,english,single,NO,177.8
5434,26,average,mostly vegetarian,socially,never,working on two-year college,"asian, hispanic / latin,",70,30000,other,24JUN12:09:51:00,"pacifica, california",does not have kids,straight,likes dogs and likes cats,other,m,taurus,no,"english (fluently), spanish (fluently), c++ (poorly)",single,NO,177.8
5435,40,fit,mostly other,socially,never,graduated from masters program,white,68,0,computer / hardware / software,01JUL12:00:26:00,"san francisco, california","does not have kids, but wants them",straight,has dogs and likes cats,catholicism and laughing about it,f,pisces,no,"english (fluently), french (okay), italian (okay), spanish (poorly)",single,NO,172.72
5436,30,thin,mostly anything,socially,never,working on ph.d program,white,60,0,student,30JUN12:20:24:00,"san francisco, california",does not have kids,straight,has cats,judaism,f,aquarius,no,english,single,NO,152.4
5437,33,athletic,anything,rarely,never,graduated from college/university,asian,63,0,other,27JUN12:23:56:00,"san leandro, california","has a kid, and might want more",straight,likes dogs and dislikes c,buddhism and laughing about it,f,aquarius,no,"english (fluently), thai (fluently), french (okay)",single,YES,160.02
5438,27,athletic,mostly anything,socially,never,working on college/university,"native american, hispanic",72,0,other,01JUL12:03:16:00,"san carlos, california",does not have kids,straight,likes dogs and likes cats,other and laughing about it,m,virgo,no,"english (fluently), spanish (fluently), basque (okay), french (poorly)",single,NO,182.88
5439,25,curvy,mostly vegetarian,not at all,never,working on college/university,indian,72,0,science / tech / engineering,08FEB12:20:49:00,"berkeley, california","does not have kids, but might want them",straight,likes dogs and likes cats,hinduism and somewhat serious about it,m,aquarius,no,"english (fluently), french (okay), hindi (okay), c++ (fluently), sansk",single,NO,182.88
5440,23,athletic,mostly anything,socially,never,working on college/university,"indian, hispanic / latin,",76,20000,entertainment / media,30JUN12:16:01:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,catholicism and laughing about it,m,pisces,no,"english (fluently), spanish (okay), french (poorly)",single,NO,193.04
5441,22,average,strictly anything,socially,never,graduated from college/university,white,69,0,computer / hardware / software,30JUN12:19:53:00,"san francisco, california",does not want kids,straight,has dogs,atheism,m,pisces,no,"english (fluently), german (fluently), c++ (fluently), lisp (okay)",single,NO,175.26
5442,40,fit,mostly anything,socially,never,graduated from college/university,"asian, pacific islander",67,0,computer / hardware / software,20JUN12:14:22:00,"sausalito, california",might want kids,straight,likes dogs and has cats,catholicism but not too serious about it,m,aries,no,"english (fluently), tagalog (poorly), french (poorly)",single,YES,170.18
5443,45,jacked,mostly anything,rarely,never,graduated from college/university,white,69,0,entertainment / media,01JUL12:03:18:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,buddhism and laughing about it,m,libra,no,"english (fluently), swedish (fluently), french (okay), german (poorly)",single,NO,175.26
5444,27,average,mostly anything,socially,never,graduated from college/university,asian,65,0,artistic / musical / writer,01JUL12:03:18:00,"san francisco, california","does not have kids, but might want them",straight,has dogs,agnosticism but not too serious about it,m,leo,no,"english (fluently), chinese (poorly), vietnamese (okay)",single,NO,165.1
5445,56,full figured,strictly other,very often,often,working on high school,white,71,20000,unemployed,28JUN12:16:54:00,"san francisco, california",does not want kids,straight,has dogs and dislikes cat,other and very serious about it,m,gemini,yes,english (poorly),single,NO,180.34
5446,21,a little extra,mostly anything,often,never,working on college/university,white,67,0,medicine / health,30JUN12:17:07:00,"san francisco, california","does not have kids, but wants them",straight,has dogs and likes cats,christianity and somewhat serious about i,f,aries,no,english (fluently),single,NO,170.18
5447,25,fit,mostly anything,very often,never,graduated from college/university,white,73,1000000,law / legal services,18APR12:16:07:00,"san francisco, california",does not want kids,straight,likes dogs,other and laughing about it,m,pisces,no,"english, german (fluently)",single,NO,185.42
5448,64,average,mostly anything,rarely,never,graduated from college/university,white,68,0,entertainment / media,30JUN12:21:36:00,"richmond, california",has a kid,straight,has cats,judaism,m,virgo,no,"english (fluently), spanish (okay)",single,YES,172.72
5449,65,a little extra,anything,socially,never,graduated from college/university,white,72,0,executive / management,29JUN12:15:25:00,"oakland, california",does not have kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,aries,no,"english (fluently), spanish (poorly), other (fluently)",single,NO,182.88
5450,44,curvy,mostly anything,rarely,never,graduated from ph.d program,white,61,0,medicine / health,17JUN12:21:57:00,"san francisco, california",has kids,straight,has dogs and likes cats,christianity and somewhat serious about i,f,capricorn,no,english (fluently),single,YES,154.94
5451,42,athletic,mostly anything,socially,never,graduated from masters program,white,68,0,political / government,26JUN12:20:06:00,"san francisco, california","does not have kids, but wants them",gay,has dogs and likes cats,christianity,m,capricorn,no,"english, danish, spanish",single,NO,172.72
5452,30,athletic,mostly anything,often,never,graduated from college/university,white,67,0,science / tech / engineering,06JUN12:20:42:00,"san francisco, california",does not have kids,straight,has cats,other,m,leo,no,english,single,NO,170.18
5453,34,fit,vegetarian,not at all,never,graduated from college/university,white,67,0,computer / hardware / software,30JUN12:19:03:00,"san mateo, california","does not have kids, but might want them",straight,likes dogs and has cats,agnosticism,m,virgo,no,english,single,NO,170.18
5454,22,full figured,mostly kosher,very often,often,graduated from space camp,"pacific islander, hispani",61,1000000,military,13SEP11:05:05:00,"orinda, california",does not want kids,straight,dislikes dogs and dislike,atheism and very serious about it,m,scorpio,when drinking,"english (poorly), dutch (fluently), chechen (fluently), breton (fluent",single,NO,154.94
5455,35,skinny,mostly vegetarian,socially,sometimes,graduated from two-year college,white,71,20000,unemployed,28JUN12:19:17:00,"emeryville, california","does not have kids, but might want them",bisexual,likes dogs and likes cats,atheism and very serious about it,m,cancer,yes,"english (fluently), sign language (okay)",single,NO,180.34
5456,29,average,strictly anything,often,sometimes,graduated from college/university,white,77,60000,artistic / musical / writer,29JUN12:08:34:00,"san francisco, california",might want kids,straight,likes dogs and likes cats,agnosticism and very serious about it,m,aries,no,"english (fluently), spanish (poorly)",single,YES,195.58
5457,24,athletic,mostly other,not at all,never,graduated from college/university,asian,70,0,other,25JUL11:18:38:00,"albany, california",does not want kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,libra,no,"english, chinese",single,NO,177.8
5458,24,athletic,strictly anything,socially,never,working on law school,black,69,0,student,28JUN12:11:52:00,"washington, district of columbia",does not have kids,straight,likes cats,agnosticism but not too serious about it,m,leo,no,"english (fluently), japanese (poorly), latin (okay), c++ (okay)",single,NO,175.26
5459,26,athletic,mostly anything,socially,never,graduated from masters program,asian,68,0,other,30JUN12:20:31:00,"walnut creek, california","does not have kids, but might want them",straight,has dogs,agnosticism,m,aquarius,no,english (fluently),single,NO,172.72
5460,23,skinny,strictly other,socially,sometimes,graduated from college/university,white,68,0,sales / marketing / biz dev,26JUN12:19:25:00,"oakland, california","does not have kids, but might want them",straight,likes dogs and dislikes c,agnosticism and laughing about it,m,aries,trying to quit,english,single,NO,172.72
5461,23,a little extra,vegetarian,desperately,sometimes,graduated from college/university,other,65,70000,medicine / health,19JUN12:23:25:00,"berkeley, california","has kids, and wants more",bisexual,has cats,agnosticism but not too serious about it,f,aries,no,"english, french (poorly), swahili (fluently)",available,YES,165.1
5462,61,fit,mostly vegetarian,socially,never,graduated from masters program,white,71,0,artistic / musical / writer,26JUN12:16:51:00,"san francisco, california",does not have kids,straight,likes dogs,other but not too serious about it,m,taurus,no,"english, french (poorly), spanish (poorly)",single,NO,180.34
5463,26,average,mostly vegetarian,socially,never,graduated from college/university,white,64,0,medicine / health,24JUN12:08:49:00,"san rafael, california",has a kid,straight,has cats,other but not too serious about it,f,virgo,no,english,single,YES,162.56
5464,51,athletic,mostly vegetarian,rarely,never,graduated from college/university,"native american, white",69,0,artistic / musical / writer,30JUN12:09:10:00,"san francisco, california",does not want kids,gay,likes dogs,buddhism and laughing about it,m,leo,no,english,single,NO,175.26
5465,55,fit,anything,rarely,never,graduated from masters program,white,72,0,sales / marketing / biz dev,30JUN12:12:55:00,"oakland, california",does not have kids,straight,likes dogs and likes cats,judaism,m,cancer,no,english,single,NO,182.88
5466,34,thin,mostly anything,often,never,graduated from ph.d program,indian,68,0,science / tech / engineering,01JUL12:00:41:00,"berkeley, california","does not have kids, but might want them",straight,likes dogs and likes cats,atheism and very serious about it,m,pisces,no,english,single,NO,172.72
5467,36,fit,mostly vegetarian,socially,never,graduated from ph.d program,white,63,80000,executive / management,15JUN12:20:26:00,"san rafael, california",has a kid,straight,has dogs,atheism and laughing about it,f,gemini,no,"english (fluently), spanish (fluently), italian (okay), french (okay),",single,YES,160.02
5468,41,fit,mostly vegetarian,socially,never,working on two-year college,white,65,0,student,22JUN12:09:56:00,"oakland, california",does not want kids,straight,likes dogs and has cats,agnosticism and somewhat serious about it,f,capricorn,yes,english (fluently),single,NO,165.1
5469,32,fit,mostly anything,rarely,sometimes,graduated from ph.d program,hispanic / latin,67,0,science / tech / engineering,29JUN12:00:38:00,"oakland, california",does not have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,scorpio,no,english (fluently),single,NO,170.18
5470,51,used up,mostly other,not at all,never,graduated from masters program,white,66,30000,other,09AUG11:21:32:00,"oakland, california",has kids,gay,has dogs and has cats,buddhism and somewhat serious about it,f,taurus,no,"english (fluently), spanish (okay)",single,YES,167.64
5471,31,a little extra,mostly anything,socially,never,graduated from masters program,other,66,0,medicine / health,27JUN12:18:37:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,other but not too serious about it,f,aries,no,"english (fluently), french (okay), spanish (poorly), turkish (poorly)",single,NO,167.64
5472,29,curvy,mostly anything,socially,never,working on college/university,hispanic / latin,64,0,hospitality / travel,01JUL12:00:29:00,"san francisco, california","does not have kids, but wants them",straight,has cats,agnosticism but not too serious about it,f,taurus,yes,english,single,NO,162.56
5473,30,average,anything,not at all,never,graduated from college/university,white,69,0,computer / hardware / software,30JUN12:23:42:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism and very serious about it,m,pisces,no,english (fluently),single,NO,175.26
5474,23,used up,mostly anything,desperately,never,graduated from ph.d program,white,67,250000,unemployed,25JUN12:19:34:00,"san francisco, california","does not have kids, and does not want them",straight,has dogs and has cats,catholicism and very serious about it,f,leo,yes,english,single,NO,170.18
5475,20,full figured,mostly anything,not at all,never,working on college/university,hispanic / latin,65,0,student,26JUN12:16:59:00,"berkeley, california",does not have kids,straight,likes dogs,catholicism but not too serious about it,f,gemini,no,"english (fluently), spanish (fluently), italian (okay)",single,NO,165.1
5476,23,fit,strictly anything,rarely,never,dropped out of college/university,white,74,0,other,30JUN12:08:05:00,"san rafael, california","does not have kids, but might want them",straight,likes cats,atheism and somewhat serious about it,m,taurus,no,"english (fluently), c++ (okay), spanish (poorly)",single,NO,187.96
5477,20,a little extra,anything,rarely,sometimes,dropped out of college/university,asian,72,70000,science / tech / engineering,18JUN12:00:46:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,virgo,no,"english (fluently), portuguese (fluently)",single,NO,182.88
5478,25,fit,mostly anything,often,never,graduated from masters program,white,67,50000,education / academia,25JUN12:23:30:00,"pacifica, california","does not have kids, but might want them",straight,likes dogs and has cats,christianity but not too serious about it,f,virgo,no,english (fluently),single,NO,170.18
5479,22,a little extra,mostly anything,rarely,sometimes,working on two-year college,white,74,20000,student,30JUN12:15:39:00,"el cerrito, california","does not have kids, and does not want them",bisexual,likes dogs and likes cats,atheism and very serious about it,m,virgo,yes,english (poorly),single,NO,187.96
5480,27,fit,mostly anything,socially,never,graduated from college/university,white,72,0,sales / marketing / biz dev,01JUL12:02:03:00,"san francisco, california","does not have kids, but might want them",straight,has dogs,christianity,m,taurus,no,"english (fluently), spanish (fluently)",single,NO,182.88
5481,27,average,other,rarely,never,graduated from masters program,white,66,80000,computer / hardware / software,16MAR12:11:49:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs,other,m,sagittarius,sometimes,english,single,NO,167.64
5482,37,average,mostly anything,often,sometimes,graduated from college/university,"asian, white",68,0,clerical / administrative,09APR12:18:50:00,"san francisco, california",does not want kids,bisexual,likes dogs,agnosticism but not too serious about it,f,scorpio,when drinking,english (fluently),single,NO,172.72
5483,24,athletic,strictly anything,socially,never,graduated from college/university,white,72,70000,law / legal services,29JUN12:16:07:00,"redwood city, california","does not have kids, but wants them",straight,has dogs and likes cats,catholicism but not too serious about it,m,taurus,no,english,single,NO,182.88
5484,63,fit,mostly anything,socially,never,graduated from masters program,white,71,0,executive / management,29JUN12:09:42:00,"belmont, california",does not have kids,straight,likes dogs,other but not too serious about it,m,leo,no,english,single,NO,180.34
5485,22,thin,anything,not at all,never,working on college/university,white,74,0,computer / hardware / software,23JUN12:10:24:00,"sausalito, california",does not have kids,straight,likes cats,atheism and very serious about it,m,leo,no,"english (fluently), c++ (okay)",single,NO,187.96
5486,44,jacked,mostly anything,socially,never,graduated from masters program,white,68,0,science / tech / engineering,01JUL12:00:51:00,"menlo park, california","does not have kids, but wants them",straight,likes dogs and has cats,judaism,m,scorpio,no,"english, french (fluently), spanish (fluently), german (poorly)",single,NO,172.72
5487,41,fit,mostly anything,often,never,graduated from law school,white,67,0,law / legal services,28JUN12:10:44:00,"oakland, california","does not have kids, but wants them",straight,has dogs,catholicism,m,cancer,no,english (fluently),single,NO,170.18
5488,37,athletic,mostly anything,often,never,graduated from college/university,white,67,70000,banking / financial / real estate,29JUN12:21:57:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and has cats,christianity but not too serious about it,m,pisces,no,"english (fluently), german (fluently), french (poorly)",single,NO,170.18
5489,39,average,mostly vegetarian,socially,never,working on masters program,white,68,0,artistic / musical / writer,03JUN12:09:24:00,"berkeley, california",does not have kids,straight,likes dogs and has cats,other,f,sagittarius,no,"english, french",single,NO,172.72
5490,23,average,mostly anything,socially,never,working on college/university,asian,64,0,clerical / administrative,08MAR12:01:25:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs and likes cats,christianity,f,scorpio,no,"english, korean",single,NO,162.56
5491,25,average,mostly anything,socially,often,working on two-year college,white,64,80000,sales / marketing / biz dev,24JUN12:00:03:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,taurus,when drinking,"english (fluently), spanish (fluently)",single,NO,162.56
5492,24,athletic,strictly anything,socially,sometimes,working on college/university,white,72,0,sales / marketing / biz dev,30JUN12:17:40:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism and very serious about it,m,libra,no,"english (fluently), french (poorly)",single,NO,182.88
5493,27,curvy,strictly anything,socially,never,graduated from college/university,white,69,0,medicine / health,29JUN12:20:09:00,"san francisco, california","does not have kids, and does not want them",straight,has dogs,agnosticism and very serious about it,f,aquarius,no,english,single,NO,175.26
5494,26,average,mostly anything,often,never,dropped out of two-year college,white,74,0,entertainment / media,30JUN12:08:57:00,"san mateo, california",does not have kids,straight,likes dogs and likes cats,atheism,m,cancer,no,english (fluently),single,NO,187.96
5495,56,average,mostly anything,not at all,never,graduated from masters program,"asian, white",60,0,education / academia,25JUN12:10:29:00,"belmont, california",has a kid,straight,has dogs and has cats,other and somewhat serious about it,f,pisces,no,"english (fluently), spanish (poorly)",single,YES,152.4
5496,52,athletic,mostly anything,socially,sometimes,graduated from college/university,white,69,0,rather not say,16JUN12:15:20:00,"larkspur, california","has a kid, but does not want more",straight,has cats,other but not too serious about it,m,scorpio,no,english,single,YES,175.26
5497,39,fit,mostly anything,socially,never,graduated from college/university,asian,64,0,computer / hardware / software,27JUN12:20:54:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,agnosticism,f,scorpio,no,"english (fluently), chinese (poorly), japanese (poorly)",single,NO,162.56
5498,38,average,strictly anything,socially,never,dropped out of masters program,hispanic / latin,62,0,political / government,30JUN12:20:36:00,"san francisco, california",does not have kids,straight,has dogs and likes cats,atheism and somewhat serious about it,f,aries,no,"english, french (okay), spanish (okay), czech (poorly), hungarian (poo",single,NO,157.48
5499,62,average,mostly anything,socially,never,graduated from masters program,white,62,70000,education / academia,13JUN12:17:22:00,"oakland, california",does not have kids,straight,likes dogs and dislikes c,agnosticism and somewhat serious about it,f,leo,no,"english (fluently), french (okay)",single,NO,157.48
5500,61,fit,mostly anything,socially,never,graduated from masters program,white,62,50000,education / academia,30JUN12:21:58:00,"novato, california","has kids, but does not want more",straight,has dogs,judaism and somewhat serious about it,f,scorpio,no,"english (fluently), french (poorly)",single,YES,157.48
5501,22,fit,mostly anything,socially,never,graduated from college/university,asian,62,0,banking / financial / real estate,29JUN12:16:31:00,"san francisco, california",does not have kids,straight,likes dogs,agnosticism but not too serious about it,f,cancer,no,english,single,NO,157.48
5502,34,athletic,mostly vegetarian,socially,sometimes,working on masters program,white,63,0,education / academia,01JUL12:01:47:00,"san francisco, california",does not have kids,bisexual,likes dogs and likes cats,atheism and somewhat serious about it,f,virgo,no,"english (fluently), other (poorly)",single,NO,160.02
5503,63,thin,anything,socially,never,graduated from college/university,middle eastern,68,40000,retired,27JUN12:19:58:00,"fairfax, california",has kids,straight,likes dogs and likes cats,judaism but not too serious about it,m,scorpio,no,"english, farsi",single,YES,172.72
5504,27,thin,mostly anything,often,sometimes,graduated from masters program,white,72,0,artistic / musical / writer,28JUN12:07:10:00,"san francisco, california","does not have kids, and does not want them",straight,likes dogs and likes cats,atheism and very serious about it,m,gemini,no,"english (fluently), italian (fluently)",single,NO,182.88
5505,34,average,anything,socially,never,graduated from ph.d program,white,66,0,education / academia,27JUN12:00:47:00,"san francisco, california","does not have kids, but wants them",straight,has dogs and likes cats,agnosticism,f,cancer,no,"english (fluently), spanish (okay), latin (poorly)",single,NO,167.64
5506,21,curvy,mostly anything,socially,never,working on college/university,white,64,0,other,26JUN12:07:27:00,"san francisco, california",does not have kids,straight,has dogs,catholicism but not too serious about it,f,aquarius,when drinking,"english (fluently), spanish (fluently)",single,NO,162.56
5507,34,overweight,mostly anything,desperately,never,graduated from college/university,white,73,150000,science / tech / engineering,01JUL12:00:24:00,"san francisco, california","does not have kids, and does not want them",straight,has dogs and has cats,atheism and very serious about it,m,capricorn,no,"english (fluently), esperanto (poorly)",seeing someone,NO,185.42
5508,31,athletic,mostly vegetarian,rarely,never,graduated from college/university,white,71,0,political / government,01JUL12:00:42:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,atheism,m,leo,no,"english, spanish (okay)",single,NO,180.34
5509,33,athletic,mostly anything,socially,never,graduated from masters program,black,76,150000,banking / financial / real estate,01JUL12:00:57:00,"san francisco, california","does not have kids, but wants them",straight,has dogs and likes cats,christianity,m,capricorn,no,"english (fluently), japanese (poorly)",single,NO,193.04
5510,28,athletic,mostly vegan,rarely,sometimes,graduated from college/university,white,72,20000,medicine / health,05MAR12:07:43:00,"san francisco, california","does not have kids, and does not want them",bisexual,likes dogs and likes cats,agnosticism and laughing about it,f,gemini,no,"english (fluently), french (fluently)",single,NO,182.88
5511,40,average,anything,socially,never,graduated from masters program,white,64,0,education / academia,21APR12:18:52:00,"daly city, california",does not have kids,straight,has dogs and likes cats,catholicism,f,scorpio,no,"english (fluently), spanish (fluently)",single,NO,162.56
5512,28,fit,anything,socially,never,graduated from college/university,asian,67,0,sales / marketing / biz dev,21JUN12:18:06:00,"san francisco, california",does not have kids,straight,likes dogs,agnosticism but not too serious about it,m,aries,no,"english (fluently), chinese (okay)",single,NO,170.18
5513,34,overweight,mostly anything,socially,never,graduated from college/university,white,71,0,science / tech / engineering,21JUN12:19:31:00,"san francisco, california",has a kid,straight,dislikes dogs and likes c,other and laughing about it,m,aquarius,no,"english (fluently), spanish (okay), latin (poorly), c++ (fluently), li",single,YES,180.34
5514,51,athletic,mostly vegetarian,socially,never,graduated from college/university,white,61,0,sales / marketing / biz dev,08DEC11:11:35:00,"walnut creek, california",does not want kids,straight,likes dogs,christianity and somewhat serious about i,f,scorpio,trying to quit,"english (fluently), hawaiian (okay)",single,NO,154.94
5515,25,curvy,mostly vegetarian,socially,sometimes,graduated from masters program,white,70,40000,education / academia,19JUN12:10:05:00,"san francisco, california","does not have kids, but might want them",bisexual,likes dogs and has cats,atheism but not too serious about it,f,cancer,no,"english (fluently), french (poorly)",single,NO,177.8
5516,35,skinny,mostly anything,socially,never,working on college/university,asian,66,0,sales / marketing / biz dev,09MAY12:23:30:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,buddhism and very serious about it,m,gemini,no,"english, japanese (fluently)",single,NO,167.64
5517,45,average,mostly anything,socially,never,graduated from two-year college,white,74,0,executive / management,02JAN12:22:58:00,"san francisco, california",does not want kids,gay,likes dogs and likes cats,christianity but not too serious about it,m,libra,yes,english,single,NO,187.96
5518,27,fit,mostly anything,socially,never,graduated from college/university,white,70,0,entertainment / media,01JUL12:01:03:00,"san francisco, california",does not have kids,straight,likes dogs and likes cats,atheism and laughing about it,m,aries,when drinking,english,single,NO,177.8
5519,23,average,mostly anything,socially,never,graduated from college/university,asian,70,0,banking / financial / real estate,28JUN12:23:45:00,"berkeley, california","does not have kids, but might want them",straight,likes dogs,christianity but not too serious about it,m,cancer,no,"english (fluently), chinese (fluently)",single,NO,177.8
5520,19,skinny,mostly anything,not at all,never,working on two-year college,white,67,0,student,02SEP11:06:12:00,"san mateo, california",does not want kids,straight,has dogs and has cats,atheism and laughing about it,m,aquarius,no,english,single,NO,170.18
5521,20,athletic,strictly anything,socially,never,graduated from high school,white,74,0,science / tech / engineering,04JUN12:17:17:00,"san leandro, california","does not have kids, but might want them",bisexual,likes dogs and dislikes c,other and laughing about it,m,virgo,yes,"english (fluently), chinese (poorly)",available,NO,187.96
5522,41,average,anything,socially,sometimes,graduated from college/university,white,74,70000,construction / craftsmanship,02APR12:18:06:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,other and laughing about it,m,aquarius,no,english,single,NO,187.96
5523,24,thin,mostly anything,socially,never,working on college/university,white,72,0,education / academia,30JUN12:10:28:00,"stinson beach, california","does not have kids, but might want them",straight,likes cats,agnosticism but not too serious about it,m,taurus,no,english,single,NO,182.88
5524,35,average,anything,socially,never,college/university,white,70,0,computer / hardware / software,29JUN12:19:56:00,"oakland, california","does not have kids, and does not want them",straight,likes cats,agnosticism and somewhat serious about it,m,scorpio,no,"english (fluently), spanish (poorly), german (poorly)",single,NO,177.8
5525,33,fit,mostly anything,socially,never,graduated from college/university,pacific islander,65,0,sales / marketing / biz dev,28JUN12:06:44:00,"hercules, california",does not have kids,gay,likes dogs,other and laughing about it,m,cancer,when drinking,english (fluently),single,NO,165.1
5526,38,average,mostly anything,often,never,graduated from college/university,white,71,0,entertainment / media,29JUN12:08:30:00,"san francisco, california",does not have kids,straight,has dogs and likes cats,agnosticism and laughing about it,m,leo,no,english (fluently),single,NO,180.34
5527,41,average,mostly anything,socially,never,graduated from ph.d program,white,74,100000,science / tech / engineering,18SEP11:18:39:00,"albany, california",has kids,straight,likes dogs and has cats,other and laughing about it,m,aries,when drinking,"english (okay), spanish (okay), albanian (okay), vietnamese (poorly)",available,YES,187.96
5528,26,athletic,mostly anything,socially,sometimes,graduated from college/university,white,70,70000,science / tech / engineering,01JUL12:01:38:00,"mountain view, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism,m,pisces,no,"english (fluently), spanish (poorly)",single,NO,177.8
5529,30,jacked,strictly other,socially,never,working on college/university,"hispanic / latin, white",67,50000,hospitality / travel,30JUN12:05:23:00,"san francisco, california",does not have kids,straight,has dogs,catholicism but not too serious about it,m,cancer,no,"english (fluently), spanish (poorly)",single,NO,170.18
5530,22,average,mostly anything,socially,sometimes,graduated from college/university,white,70,0,entertainment / media,30JUN12:13:18:00,"san francisco, california","does not have kids, but might want them",straight,likes dogs and likes cats,agnosticism and laughing about it,m,virgo,no,english,single,NO,177.8
5531,29,used up,mostly anything,often,sometimes,graduated from college/university,"hispanic / latin, white",74,1000000,clerical / administrative,30JUN12:23:55:00,"oakland, california","does not have kids, but might want them",straight,likes dogs and dislikes c,atheism but not too serious about it,m,aquarius,no,english (poorly),single,NO,187.96
5532,34,curvy,mostly anything,often,sometimes,college/university,white,66,60000,banking / financial / real estate,30JUN12:16:41:00,"san francisco, california","does not have kids, and does not want them",gay,likes dogs and has cats,other but not too serious about it,f,gemini,no,english (fluently),available,NO,167.64
5533,38,fit,strictly vegetari,socially,sometimes,dropped out of high school,white,68,100000,science / tech / engineering,27JUN12:11:44:00,"oakland, california",does not want kids,straight,likes dogs and has cats,atheism and laughing about it,m,capricorn,yes,"english (fluently), c++ (okay), indonesian (poorly)",single,NO,172.72
5534,23,athletic,strictly anything,often,never,working on college/university,"asian, pacific islander",66,40000,law / legal services,14MAY12:02:03:00,"hayward, california","does not have kids, but might want them",straight,has dogs and likes cats,catholicism but not too serious about it,m,libra,sometimes,"english (fluently), tagalog (okay), japanese (okay), italian (okay)",available,NO,167.64
5535,30,athletic,strictly anything,not at all,never,graduated from college/university,white,80,0,computer / hardware / software,01JUL12:00:22:00,"san francisco, california","does not have kids, but wants them",straight,likes dogs,atheism and laughing about it,m,cancer,no,"english (fluently), spanish (poorly), hawaiian (poorly)",single,NO,203.2
5536,23,athletic,mostly anything,rarely,sometimes,graduated from college/university,white,69,50000,computer / hardware / software,25JUN12:23:42:00,"san francisco, california",does not have kids,straight,likes dogs,christianity,m,leo,no,english,single,NO,175.26
5537,26,thin,anything,socially,never,graduated from masters program,white,70,0,sales / marketing / biz dev,30JUN12:02:20:00,"san francisco, california",does not have kids,straight,dislikes cats,judaism but not too serious about it,m,virgo,no,"english (fluently), russian (okay), spanish (poorly)",single,NO,177.8
5538,32,average,strictly anything,socially,never,graduated from masters program,white,66,70000,military,30JUN12:22:52:00,"oakland, california","has kids, but does not want more",straight,has dogs and likes cats,buddhism and laughing about it,m,pisces,sometimes,english,available,YES,167.64
